WSM
F3OF
DT3
FLAP2
t(s)	FLAP2(deg)
0.00000	-0.00000
0.10000	-0.00000
0.20000	-0.00000
0.30000	-0.00000
0.40000	-0.00000
0.50000	-0.00000
0.60000	-0.00000
0.70000	-0.00000
0.80000	-0.00000
0.90000	-0.00000
1.00000	-0.00000
1.10000	-0.00000
1.20000	-0.00000
1.30000	-0.00000
1.40000	-0.00000
1.50000	-0.00000
1.60000	-0.00000
1.70000	-0.00000
1.80000	-0.00000
1.90000	-0.00000
2.00000	-0.00000
2.10000	-0.00000
2.20000	-0.00000
2.30000	-0.00000
2.40000	-0.00000
2.50000	-0.00000
2.60000	-0.00000
2.70000	-0.00000
2.80000	-0.00000
2.90000	-0.00000
3.00000	-0.00000
3.10000	-0.00000
3.20000	-0.00000
3.30000	-0.00000
3.40000	-0.00000
3.50000	-0.00000
3.60000	-0.00000
3.70000	-0.00000
3.80000	-0.00000
3.90000	-0.00000
4.00000	-0.00000
4.10000	-0.00000
4.20000	-0.00000
4.30000	-0.00000
4.40000	-0.00000
4.50000	-0.00000
4.60000	-0.00000
4.70000	-0.00000
4.80000	-0.00000
4.90000	-0.00000
5.00000	-0.00000
5.10000	-0.00000
5.20000	-0.00000
5.30000	-0.00000
5.40000	-0.00000
5.50000	-0.00000
5.60000	-0.00000
5.70000	-0.00000
5.80000	-0.00000
5.90000	-0.00000
6.00000	-0.00000
6.10000	-0.00000
6.20000	-0.00000
6.30000	-0.00000
6.40000	-0.00000
6.50000	-0.00000
6.60000	-0.00000
6.70000	-0.00000
6.80000	-0.00000
6.90000	-0.00000
7.00000	-0.00000
7.10000	-0.00000
7.20000	-0.00000
7.30000	-0.00000
7.40000	-0.00000
7.50000	-0.00000
7.60000	-0.00000
7.70000	-0.00000
7.80000	-0.00000
7.90000	-0.00000
8.00000	-0.00000
8.10000	-0.00000
8.20000	-0.00000
8.30000	-0.00000
8.40000	-0.00000
8.50000	-0.00000
8.60000	-0.00000
8.70000	-0.00000
8.80000	-0.00000
8.90000	-0.00000
9.00000	-0.00000
9.10000	-0.00000
9.20000	-0.00000
9.30000	-0.00000
9.40000	-0.00000
9.50000	-0.00000
9.60000	-0.00000
9.70000	-0.00000
9.80000	-0.00000
9.90000	-0.00000
10.00000	-0.00000
10.10000	-0.00000
10.20000	-0.00000
10.30000	-0.00000
10.40000	-0.00000
10.50000	-0.00000
10.60000	-0.00000
10.70000	-0.00000
10.80000	-0.00000
10.90000	-0.00000
11.00000	-0.00000
11.10000	-0.00000
11.20000	-0.00000
11.30000	-0.00000
11.40000	-0.00000
11.50000	-0.00000
11.60000	-0.00000
11.70000	-0.00000
11.80000	-0.00000
11.90000	-0.00000
12.00000	-0.00000
12.10000	-0.00000
12.20000	-0.00000
12.30000	-0.00000
12.40000	-0.00000
12.50000	-0.00000
12.60000	-0.00000
12.70000	-0.00000
12.80000	-0.00000
12.90000	-0.00000
13.00000	-0.00000
13.10000	-0.00000
13.20000	-0.00000
13.30000	-0.00000
13.40000	-0.00000
13.50000	-0.00000
13.60000	-0.00000
13.70000	-0.00000
13.80000	-0.00000
13.90000	-0.00000
14.00000	-0.00000
14.10000	-0.00000
14.20000	-0.00000
14.30000	-0.00000
14.40000	-0.00000
14.50000	-0.00000
14.60000	-0.00000
14.70000	-0.00000
14.80000	-0.00000
14.90000	-0.00000
15.00000	-0.00000
15.10000	-0.00000
15.20000	-0.00000
15.30000	-0.00000
15.40000	-0.00000
15.50000	-0.00000
15.60000	-0.00000
15.70000	-0.00000
15.80000	-0.00000
15.90000	-0.00000
16.00000	-0.00000
16.10000	-0.00000
16.20000	-0.00000
16.30000	-0.00000
16.40000	-0.00000
16.50000	-0.00000
16.60000	-0.00000
16.70000	-0.00000
16.80000	-0.00000
16.90000	-0.00000
17.00000	-0.00000
17.10000	-0.00000
17.20000	-0.00000
17.30000	-0.00000
17.40000	-0.00000
17.50000	-0.00000
17.60000	-0.00000
17.70000	-0.00000
17.80000	-0.00000
17.90000	-0.00000
18.00000	-0.00000
18.10000	-0.00000
18.20000	-0.00000
18.30000	-0.00000
18.40000	-0.00000
18.50000	-0.00000
18.60000	-0.00000
18.70000	-0.00000
18.80000	-0.00000
18.90000	-0.00000
19.00000	-0.00000
19.10000	-0.00000
19.20000	-0.00000
19.30000	-0.00000
19.40000	-0.00000
19.50000	-0.00000
19.60000	-0.00000
19.70000	-0.00000
19.80000	-0.00000
19.90000	-0.00000
20.00000	-0.00000
20.10000	-0.00000
20.20000	-0.00000
20.30000	-0.00000
20.40000	-0.00000
20.50000	-0.00000
20.60000	-0.00000
20.70000	-0.00000
20.80000	-0.00000
20.90000	-0.00000
21.00000	-0.00000
21.10000	-0.00000
21.20000	-0.00000
21.30000	-0.00000
21.40000	-0.00000
21.50000	-0.00000
21.60000	-0.00000
21.70000	-0.00000
21.80000	-0.00000
21.90000	-0.00000
22.00000	-0.00000
22.10000	-0.00000
22.20000	-0.00000
22.30000	-0.00000
22.40000	-0.00000
22.50000	-0.00000
22.60000	-0.00000
22.70000	-0.00000
22.80000	-0.00000
22.90000	-0.00000
23.00000	-0.00000
23.10000	-0.00000
23.20000	-0.00000
23.30000	-0.00000
23.40000	-0.00000
23.50000	-0.00000
23.60000	-0.00000
23.70000	-0.00000
23.80000	-0.00000
23.90000	-0.00000
24.00000	-0.00000
24.10000	-0.00000
24.20000	-0.00000
24.30000	-0.00000
24.40000	-0.00000
24.50000	-0.00000
24.60000	-0.00000
24.70000	-0.00000
24.80000	-0.00000
24.90000	-0.00000
25.00000	-0.00000
25.10000	-0.00000
25.20000	-0.00000
25.30000	-0.00000
25.40000	-0.00000
25.50000	-0.00000
25.60000	-0.00000
25.70000	-0.00000
25.80000	-0.00000
25.90000	-0.00000
26.00000	-0.00000
26.10000	-0.00000
26.20000	-0.00000
26.30000	-0.00000
26.40000	-0.00000
26.50000	-0.00000
26.60000	-0.00000
26.70000	-0.00000
26.80000	-0.00000
26.90000	-0.00000
27.00000	-0.00000
27.10000	-0.00000
27.20000	-0.00000
27.30000	-0.00000
27.40000	-0.00000
27.50000	-0.00000
27.60000	-0.00000
27.70000	-0.00000
27.80000	-0.00000
27.90000	-0.00000
28.00000	-0.00000
28.10000	-0.00000
28.20000	-0.00000
28.30000	-0.00000
28.40000	-0.00000
28.50000	-0.00000
28.60000	-0.00000
28.70000	-0.00000
28.80000	-0.00000
28.90000	-0.00000
29.00000	-0.00000
29.10000	-0.00000
29.20000	-0.00000
29.30000	-0.00000
29.40000	-0.00000
29.50000	-0.00000
29.60000	-0.00000
29.70000	-0.00000
29.80000	-0.00000
29.90000	-0.00000
30.00000	-0.00000
30.10000	-0.00000
30.20000	-0.00000
30.30000	-0.00000
30.40000	-0.00000
30.50000	-0.00000
30.60000	-0.00000
30.70000	-0.00000
30.80000	-0.00000
30.90000	-0.00000
31.00000	-0.00000
31.10000	-0.00000
31.20000	-0.00000
31.30000	-0.00000
31.40000	-0.00000
31.50000	-0.00000
31.60000	-0.00000
31.70000	-0.00000
31.80000	-0.00000
31.90000	-0.00000
32.00000	-0.00000
32.10000	-0.00000
32.20000	-0.00000
32.30000	-0.00000
32.40000	-0.00000
32.50000	-0.00000
32.60000	-0.00000
32.70000	-0.00000
32.80000	-0.00000
32.90000	-0.00000
33.00000	-0.00000
33.10000	-0.00000
33.20000	-0.00000
33.30000	-0.00000
33.40000	-0.00000
33.50000	-0.00000
33.60000	-0.00000
33.70000	-0.00000
33.80000	-0.00000
33.90000	-0.00000
34.00000	-0.00000
34.10000	-0.00000
34.20000	-0.00000
34.30000	-0.00000
34.40000	-0.00000
34.50000	-0.00000
34.60000	-0.00000
34.70000	-0.00000
34.80000	-0.00000
34.90000	-0.00000
35.00000	-0.00000
35.10000	-0.00000
35.20000	-0.00000
35.30000	-0.00000
35.40000	-0.00000
35.50000	-0.00000
35.60000	-0.00000
35.70000	-0.00000
35.80000	-0.00000
35.90000	-0.00000
36.00000	-0.00000
36.10000	-0.00000
36.20000	-0.00000
36.30000	-0.00000
36.40000	-0.00000
36.50000	-0.00000
36.60000	-0.00000
36.70000	-0.00000
36.80000	-0.00000
36.90000	-0.00000
37.00000	-0.00000
37.10000	-0.00000
37.20000	-0.00000
37.30000	-0.00000
37.40000	-0.00000
37.50000	-0.00000
37.60000	-0.00000
37.70000	-0.00000
37.80000	-0.00000
37.90000	-0.00000
38.00000	-0.00000
38.10000	-0.00000
38.20000	-0.00000
38.30000	-0.00000
38.40000	-0.00000
38.50000	-0.00000
38.60000	-0.00000
38.70000	-0.00000
38.80000	-0.00000
38.90000	-0.00000
39.00000	-0.00000
39.10000	-0.00000
39.20000	-0.00000
39.30000	-0.00000
39.40000	-0.00000
39.50000	-0.00000
39.60000	-0.00000
39.70000	-0.00000
39.80000	-0.00000
39.90000	-0.00000
40.00000	-0.00000
40.10000	-0.00000
40.20000	-0.00000
40.30000	-0.00000
40.40000	-0.00000
40.50000	-0.00000
40.60000	-0.00000
40.70000	-0.00000
40.80000	-0.00000
40.90000	-0.00000
41.00000	-0.00000
41.10000	-0.00000
41.20000	-0.00000
41.30000	-0.00000
41.40000	-0.00000
41.50000	-0.00000
41.60000	-0.00000
41.70000	-0.00000
41.80000	-0.00000
41.90000	-0.00000
42.00000	-0.00000
42.10000	-0.00000
42.20000	-0.00000
42.30000	-0.00000
42.40000	-0.00000
